34,50,50,50,50,50,50,50,50,50,50,66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,66,50,50,50,50,20,
33,0,0,0,82,0,0,0,0,0,0,73,0,0,0,0,0,0,85,41,0,0,82,0,0,0,0,102,0,73,0,0,102,5,33,
33,0,34,50,3,0,1,50,3,0,1,50,3,83,0,37,38,0,1,50,3,0,6,6,17,5,0,0,1,50,50,3,0,87,33,
33,0,33,0,0,0,102,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,84,0,33,0,0,0,0,0,0,0,0,0,33,
33,102,33,0,34,50,50,50,3,41,0,17,0,1,3,0,17,0,1,3,0,0,1,66,35,3,0,40,0,1,50,50,3,82,33,
33,83,18,0,33,0,0,0,0,41,0,33,0,0,0,0,33,0,84,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,33,
33,0,0,0,18,0,17,84,0,0,40,49,3,0,1,50,35,3,0,0,1,3,0,1,50,3,0,1,3,0,40,0,17,0,33,
33,0,0,0,0,0,33,0,17,0,85,42,42,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,102,0,0,33,0,33,
33,0,17,85,1,66,19,50,51,0,1,3,0,0,1,3,0,34,3,41,37,38,6,37,38,67,1,50,3,0,17,0,33,0,33,
33,102,33,0,42,73,18,0,0,0,0,0,84,0,0,0,0,33,0,36,6,6,6,6,6,0,0,0,0,0,18,0,18,0,33,
33,0,33,0,40,39,0,0,17,0,34,50,50,3,0,1,66,51,0,37,38,6,37,38,0,1,20,0,17,82,0,90,0,90,33,
33,89,33,0,89,0,83,0,33,0,18,0,0,0,82,0,73,0,83,41,41,41,41,6,0,0,18,0,33,0,34,66,3,102,33,
33,0,33,0,34,50,3,0,33,83,0,0,1,3,0,87,5,0,0,0,6,1,3,0,0,84,0,0,18,0,33,73,0,0,33,
33,0,18,0,33,37,38,0,33,0,17,0,0,0,0,0,0,0,0,85,0,0,0,87,17,0,17,0,0,0,33,0,0,82,33,
33,0,0,0,18,0,6,0,18,0,49,50,3,0,1,50,3,0,1,50,50,3,0,1,51,0,33,0,17,0,18,0,17,0,33,
33,89,0,0,89,0,0,0,0,84,0,0,0,0,0,0,0,82,0,0,40,83,0,0,0,0,33,0,33,0,102,90,33,90,33,
33,0,17,5,102,0,17,0,1,66,50,50,50,3,0,1,3,0,1,3,0,0,1,3,0,1,51,0,18,0,17,0,33,0,33,
33,0,49,50,3,0,33,0,0,73,0,6,6,6,0,0,0,84,0,0,0,0,0,82,0,87,83,0,0,0,33,85,33,0,33,
33,0,0,0,70,0,49,50,50,3,0,0,40,0,0,5,0,102,1,50,50,3,0,0,1,3,0,0,0,0,33,0,18,0,33,
33,0,0,0,82,0,0,0,0,82,0,102,0,0,83,0,0,0,0,83,0,0,0,0,0,0,0,37,38,0,33,0,0,0,33,
33,0,6,37,38,0,1,50,50,50,3,0,1,50,3,0,0,0,17,0,0,1,3,85,1,50,50,50,3,0,18,0,17,0,33,
33,83,17,67,0,0,0,0,0,0,0,0,0,0,0,0,37,38,33,87,0,0,0,0,0,0,0,0,0,0,0,85,33,102,33,
33,0,49,3,0,1,3,0,1,50,50,50,50,3,0,0,0,1,35,50,3,0,1,50,66,50,50,3,0,1,50,50,51,0,33,
33,0,0,0,84,0,0,0,83,0,0,102,0,0,0,0,82,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,84,33,
49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51
